"TORG","GROUP","PRIMARY"
"T2286","CIVIL ASSOCIATION FOR PEACE IN COLOMBIA (ASOCIPAZ)",0
"T2287","COALITION FOR UNITY AND DEMOCRACY (CUD)",1
"T2287","COALITION FOR UNITED AND DEMOCRACY (CUD)",0
"T2287","COALITION FOR UNITY AND DEMOCRACY PARTY (CUDP)",0
"T2287","KINIJIT",0
"T2287","QINIJIT",0
"T2288","COLOMBIAN PATRIOTIC RESISTANCE",1
"T2289","COMANDO MALVINAS ARGENTINAS",1
"T2290","CSS MOVEMENT",1
"T2291","DIDIER RATSIRAKAÕS MILITIA",1
"T2291","DIDIER RATSIRAKAS MILITIA",0
"T2291","DIDIER RATSIRAKA'S MILITIA",0
"T2292","DIYALA SALVATION COUNCIL",1
"T2293","DOKA UMAROV'S GROUP",1
"T2294","DRAA EL MIZAN SERIAT",1
"T2295","ED'DAOUA ES'SALAFIA LILQADHA",1
"T2296","EGBEMA NATIONAL FRONT",1
"T2297","EGBESU YOUTHS OF THE BAYELSA",1
"T2298","EL-FETH KATIBAT",1
"T2299","ENRAGED REVOLUTIONARIES",1
"T2300","FACE TO FACE (FACE-A-FACE)",1
"T2301","MAY 23 DEMOCRATIC ALLIANCE FOR CHANGE - IBRAHIM BAHANGA FACTION",1
"T2301","ADC - IB",0
"T2301","ALLIANCE DƒMOCRATIQUE DU 23 MAI POUR LE CHANGEMENT - IBRAHIM BAHANGA FACTION",0
"T2301","ALLIANCE TOUAREG NORD MALI POUR LE CHANGEMENT",0
"T2301","ATNMC",0
"T2301","NORTH MALI TUAREG ALLIANCE FOR CHANGE",0
"T2302","NTSILOULOUS",1
"T2303","FEDAYEEN IMAM MAHDI",1
"T2304","FIGHT AGAINST AUTHORITY",1
"T2305","FIGHTING GUERRILLA FORMATION",1
"T2306","NATIONAL CONGRESS FOR THE DEFENSE OF THE PEOPLE (CNDP)",1
"T2306","CONGRES NATIONAL POUR LA DEFENSE DU PEUPLE",0
"T2306","CONGRéS NATIONAL POUR LA DƒFENSE DU PEUPLE",0
"T2306","CONGRES NATIONAL POUR LA DEFENSE DU PEUPLE (CNDP)",0
"T2306","CONGRéS NATIONAL POUR LA DƒFENSE DU PEUPLE (CNDP)",0
"T2306","NATIONAL CONGRESS FOR DEFENCE OF THE PEOPLE",0
"T2306","NATIONAL CONGRESS FOR DEFENCE OF THE PEOPLE (CNDP)",0
"T2306","NATIONAL CONGRESS FOR DEFENSE OF THE PEOPLE (CNDP)",0
"T2306","NATIONAL CONGRESS FOR THE DEFENCE OF THE PEOPLE",0
"T2306","NATIONAL CONGRESS FOR THE DEFENCE OF THE PEOPLE (CNDP)",0
"T2307","MILITARY JUNTA FOR THE CONSOLIDATION OF DEMOCRACY, PEACE AND JUSTICE",1
"T2308","FORCES FOR THE DEFENSE OF DEMOCRACY (FDD)",1
"T2309","FOREST BROTHERS",1
"T2310","FRENCH ARMED ISLAMIC FRONT",1
"T2311","FUERZAS AUTONîMICAS Y DESTRUCTIVAS LEîN CZOLGOSCZ",1
"T2311","FUERZAS AUTONOMICAS Y DESTRUCTIVAS LEON CZOLGOSCZ",0
"T2311","LEON CZOLGOZ AUTONOMOUS AND DESTRUCTIVE FORCES",0
"T2312","GILAD SHALHEVET BRIGADES",1
"T2313","GREEN RENNET",1
"T2314","GUADALCANAL LIBERATION ARMY",1
"T2314","GUADALCANAL REVOLUTIONARY ARMY",0
"T2315","GUADALCANAL LIBERATION FRONT (GLF)",1
"T2315","GUADALCANAL LIBERATION FRONT",0
"T2316","GUGAMA YOUTH FEDERATION",1
"T2317","HABI'S ER'ROUB SERIAT",1
"T2317","HABIÕS ERÕROUB SERIAT",0
"T2317","HABIS ERROUB SERIAT",0
"T2318","HABR GEDIR CLAN",1
"T2319","MOUVEMENT POUR LA JUSTICE ET LA PAIX (MJP)",1
"T2319","MOUVEMENT POUR LA JUSTICE ET LA PAIX",0
"T2319","MOVEMENT FOR JUSTICE AND PEACE",0
"T2319","MOVEMENT FOR JUSTICE AND PEACE (MJP)",0
"T2320","MOVEMENT FOR DEMOCRACY IN LIBERIA (MODEL)",1
"T2320","MOVEMENT FOR DEMOCRACY IN LIBERIA",0
"T2321","HELLS ANGELS",1
"T2322","SOMALI RECONCILIATION AND RESTORATION COUNCIL (SRRC)",1
"T2322","SOMALI RECONCILIATION AND RESTORATION COUNCIL",0
"T2323","HUMAN RIGHTS RENEWAL MOVEMENT (RENOVACION POR LOS DERECHOS HUMANOS)",1
"T2324","INTIFADA MARTYRS",1
"T2325","IRAQI ISLAMIC VANGUARDS FOR NATIONAL SALVATION (IIVNS)",1
"T2326","MOVEMENT FOR PEACE IN TAJIKISTAN",1
"T2327","ISATABU FREEDOM MOVEMENT (IFM)",1
"T2327","ISATABU FREEDOM FIGHTERS",0
"T2327","ISATABU FREEDOM MOVEMENT",0
"T2328","BALOCH MUSSALAH DIFFAH TANZIM (BMDT)",1
"T2328","BALOCH MUSLA DEFAI TANZEEM",0
"T2328","BALOCH MUSLA DEFAI TANZEEM (BMDT)",0
"T2328","BALOCH MUSSALAH DIFFAH TANZIM",0
"T2329","ISLAMIC COMPANIES",1
"T2330","ISLAMIC FATEH",1
"T2331","ISLAMIC FRONT",1
"T2332","ISLAMIC JIHAD FRONT",1
"T2333","FREE FIGHTERS COMMAND",1
"T2333","IRAQI FREE FIGHTERS COMMAND",0
"T2333","QIYADAT AL-MUQATILIN AL-AHRAR",0
"T2334","ISLAMIC SWORDS OF JUSTICE IN THE LAND OF RIBAT",1
"T2334","SUYUF AL-HAQQ AL-ISLAMIYAH FI ARD AL-RIBAT",0
"T2335","ITALIAN UNABOMBER",1
"T2336","UMMAH TAMEER-E-NAU",1
"T2336","UMMAH TAMEER-E-NAU (UTN)",0
"T2337","JADID AL-QA`IDAH BANGLADESH (JAQB)",1
"T2337","JADID AL-QA`IDAH BANGLADESH",0
"T2337","JADID AL-QA`IDAH BANGLADESH (JAQB)",0
"T2337","JADID AL-QA'IDAH BANGLADESH",0
"T2337","JADID AL-QA'IDAH BANGLADESH (JAQB)",0
"T2338","JAISH-E-MOHAMMAD (IRAQ)",1
"T2339","JAMAA AL-ISLAMIYA AL-ALAMIYA (WORLD ISLAMIST GROUP)",1
"T2339","JAMAA AL ISLAMIYA AL ALAMIYA",0
"T2339","JAMAA AL ISLAMIYA AL ALAMIYA (WORLD ISLAMIST GROUP)",0
"T2339","JAMAA AL-ISLAMIYA AL-ALAMIYA",0
"T2339","WORLD ISLAMIST GROUP",0
"T2340","TORONTO 18",1
"T2341","JAMAAT-E-ISLAMI (INDIA/PAKISTAN)",1
"T2341","JAMAAT E ISLAMI (INDIA/PAKISTAN)",0
"T2341","JAMAAT-E-ISLAMI (JI)",0
"T2341","JAMIAT ULEMA E PAKISTAN",0
"T2341","JAMIAT ULEMA-E-PAKISTAN",0
"T2341","JAMIAT ULEMA-E-PAKISTAN (JUP)",0
"T2341","JAMIAT ULEMA-E-PAKISTAN (JUP)",0
"T2341","JAMMAT-E-ISLAMI (INDIA/PAKISTAN)",0
"T2341","JAMMAT-E-ISLAMI (JI)",0
"T2342","JANJAWEED",1
"T2343","JERUSALEM GROUPS HEBREW (QVUTZOT YERUSHALAYIM)",1
"T2344","JIHAD MARTYR'S COMPANIES IN IRAQ",1
"T2345","JIHADIST SOLDIERS",1
"T2346","SHAHADAT-E AL HAQIMA",1
"T2346","SHAHADAT AL HIKMA",0
"T2346","SHAHADAT AL HIKMA (SAH)",0
"T2346","SHAHADAT-E AL HAQIMA (SAH)",0
"T2346","SHAHADAT-E-AL HAQIMA",0
"T2347","SUDAN LIBERATION MOVEMENT/ARMY-UNITY",1
"T2347","SLM/A-UNITY",0
"T2348","JUND AL-SHAM FOR TAWHID AND JIHAD",1
"T2349","JUST PUNISHMENT BRIGADES",1
"T2350","THE JUSTICE DEPARTMENT",1
"T2350","JUSTICE DEPARTMENT",0
"T2351","KARAMOJONG WARRIORS",1
"T2352","KARBI LONGRI NATIONAL LIBERATION FRONT (KLNLF)",1
"T2352","KARBI LONGRI NATIONAL LIBERATION FRONT",0
"T2353","CAUCASUS EMIRATE",1
"T2353","FORCES OF THE CAUCASUS EMIRATE",0
"T2353","IMARAT KAVKAZ",0
"T2353","IMIRAT KAVKAZ",0
"T2353","ISLAMIC EMIRATE OF THE CAUCASUS",0
"T2354","BOERE VRYHEIDS AKSIE (BVA)",1
"T2354","BOERE ACTION FOR FREEDOM",0
"T2354","BOERE ACTION FOR FREEDOM (BVA)",0
"T2354","BOERE VRYHEIDS AKSIE",0
"T2355","KAWAL NG PILIPINAS (SOLDIER OF THE PHILIPPINES)",1
"T2355","KAWAL NG PILIPINAS",0
"T2356","KUKI NATIONAL ARMY (KNA)",1
"T2357","LASHKAR-E-FIDAYAN-E-ISLAM",1
"T2358","LAST GENERATION",1
"T2359","REALM OF CHAOS",1
"T2360","LIBERIANS UNITED FOR RECONCILIATION AND DEMOCRACY (LURD)",1
"T2360","LIBERIANS UNITED FOR RECONCILIATION AND DEMOCRACY",0
"T2361","LOYALIST ACTION FORCE",1
"T2362","MADHESI PEOPLEÕS RIGHTS FORUM (MPRF)",1
"T2362","MADHESI JANA ADHIKAR FORUM",0
"T2362","MADHESI PEOPLES RIGHTS FORUM",0
"T2362","MADHESI PEOPLE'S RIGHTS FORUM",0
"T2362","MADHESI PEOPLE'S RIGHTS FORUM (MPRF)",0
"T2363","NORTH AMERICAN MILITIA (NAM) - SPLINTER",1
"T2363","GOOF TROOP",0
"T2364","MAHDAVIYAT",1
"T2365","MAHIDI",1
"T2366","FORCES REPUBLICAINES ET FEDERALISTS",1
"T2366","FEDERALIST REPUBLICAN FORCES",0
"T2366","FEDERALIST REPUBLICAN FORCES (FRF)",0
"T2366","FORCES RƒPUBLICAINES ET FEDERALISTS",0
"T2366","FORCES REPUBLICAINES ET FEDERALISTS (FRF)",0
"T2366","FORCES RƒPUBLICAINES ET FEDERALISTS (FRF)",0
"T2367","MARHAN CLAN",1
"T2368","GARO NATIONAL LIBERATION ARMY",1
"T2368","GARO NATIONAL LIBERATION ARMY (GNLA)",0
"T2369","MATAN ABDULLE",1
"T2370","MAZDOOR KISAN SANGRAM SAMITI (MKSS)",1
"T2371","MINAWI'S FACTION FORCES.",1
"T2371","MINAWIS FACTION FORCES",0
"T2371","MINAWI'S FACTION FORCES",0
"T2372","MOVEMENT FOR THE ACTUALIZATION OF THE SOVEREIGN STATE OF BIAFRA (MASSOB)",1
"T2372","MASSOB",0
"T2372","MOVEMENT FOR ACTUALIZATION OF THE SOVEREIGN STATE OF BIAFRA",0
"T2372","MOVEMENT FOR ACTUALIZATION OF THE SOVEREIGN STATE OF BIAFRA (MASSOB)",0
"T2372","MOVEMENT FOR THE ACTUALIZATION OF THE SOVEREIGN STATE OF BIAFRA",0
"T2373","MOVEMENT FOR DEMOCRATIC CHANGE (MDC)",1
"T2373","MOVEMENT FOR DEMOCRATIC CHANGE",0
"T2374","MOVEMENT OF DEMOCRATIC FORCES OF CASAMANCE",1
"T2374","MOUVEMENT DES FORCES DEMOCRATIQUES DE CASAMANCE",0
"T2374","MOUVEMENT DES FORCES DƒMOCRATIQUES DE CASAMANCE",0
"T2374","MOVEMENT OF DEMOCRATIC FORCES OF CASAMANCE (MFDC)",0
"T2375","MUJAHEDEEN BRIGADES",1
"T2376","GHOLAM YAHYA AKBAR",1
"T2376","GHOLAM YAHYA AKBARI",0
"T2376","GHULAM YAHYA AKBAR",0
"T2376","GHULAM YAHYA AKBARI",0
"T2377","MUJAHEDEEN GROUP",1
"T2378","MUJAHEDEEN OF THE LECHI DUDAYEV SUBUNIT",1
"T2379","GONO BAHINI (GB)",1
"T2380","MUJAHIDEEN YOUTH MOVEMENT (MYM)",1
"T2380","MUJAHIDEEN YOUTH MOVEMENT",0
"T2381","MUJAHIDIN AMBON",1
"T2382","MUNGIKI SECT",1
"T2383","MUSA SUDI YALAHOW MILITIA",1
"T2384","MUTAHIDA MAJLIS-E-AMAL",1
"T2384","MUTAHIDA MAJLIS-E-AMAL (MMA)",0
"T2385","NATIONAL BOLSHEVIK PARTY (PARTIYA NATSIONALNIKH BOLSHEVIKOV - PNB)",1
"T2385","NATIONAL BOLSHEVIK PARTY",0
"T2385","NATIONAL BOLSHEVIK PARTY (NBP)",0
"T2385","NATIONAL BOLSHEVIK PARTY (PARTIYA NATSIONALNIKH BOLSHEVIKOV - PNB)",0
"T2385","NATIONAL BOLSHEVIK PARTY (PARTIYA NATSIONALNIKH BOLSHEVIKOV – PNB)",0
"T2385","NATIONAL BOLSHEVIK PARTY (PARTIYA NATSIONALNIKH BOLSHEVIKOV PNB)",0
"T2385","PARTIYA NATSIONALNIKH BOLSHEVIKOV",0
"T2385","PARTIYA NATSIONALNIKH BOLSHEVIKOV - PNB",0
"T2385","PARTIYA NATSIONALNIKH BOLSHEVIKOV - PNB",0
"T2385","PARTIYA NATSIONALNIKH BOLSHEVIKOV (PNB)",0
"T2386","GULF CARTEL",1
"T2386","CARTEL DEL GOLFO (CDG)",0
"T2386","GOLFOS",0
"T2387","NATIONAL FRONT AGAINST TIGERS (NFAT)",1
"T2388","NATIONAL LIBERATION ALLIANCE OF SA KAEO",1
"T2389","HIZBUL AL ISLAM (SOMALIA)",1
"T2389","HEZB-UL ISLAM (SOMALIA)",0
"T2389","HISBI ISLAM (SOMALIA)",0
"T2389","HIZBUL ISLAAMI (SOMALIA)",0
"T2389","HIZBUL ISLAM (SOMALIA)",0
"T2389","ISLAMIC PARTY (SOMALIA)",0
"T2390","NATIONAL ORGANIZATION OF CYPRIOT FIGHTERS (EOKA)",1
"T2390","EOKA",0
"T2390","NATIONAL ORGANIZATION OF CYPRIOT FIGHTERS",0
"T2391","NATIONAL PEOPLEÕS PARTY (RASHTRIYA JANATA DAL - RJD)",1
"T2391","NATIONAL PEOPLES PARTY (RASHTRIYA JANATA DAL - RJD)",0
"T2391","NATIONAL PEOPLE'S PARTY (RASHTRIYA JANATA DAL - RJD)",0
"T2391","RASHTRIYA JANATA DAL (RJD)",0
"T2392","NATIONAL REDEMPTION FRONT",1
"T2392","NATIONAL REDEMPTION FRONT (NRF)",0
"T2393","NATIONAL YOUTH SERVICE OF ZIMBABWE",1
"T2394","NATIONALIST INTEGRATIONIST FRONT (FNI)",1
"T2394","NATIONALIST INTEGRATIONIST FRONT",0
"T2395","NATIONALSOCIALISTISK FRONT (NSF)",1
"T2396","NEPAL PEOPLE'S ARMY",1
"T2397","NIGER DELTA VIGILANTE (NDV)",1
"T2397","NIGER DELTA VIGILANTES",0
"T2397","NIGER DELTA VIGILANTES (NDV)",0
"T2398","NORTH ATLANTIC TERRORIST ORGANIZATION",1
"T2399","HMAR PEOPLE'S CONVENTION-DEMOCRACY (HPC-D)",1
"T2400","HOODIE WEARERS",1
"T2401","OTPOR",1
"T2402","PARTISAN SHARPSHOOTERS",1
"T2403","PATRIOTIC RESISTANCE FRONT IN ITURI (FRPI)",1
"T2403","ITURI PATRIOTIC RESISTANCE FRONT (FRPI)",0
"T2404","PEMUDA PANCASILA",1
"T2405","PENTAGON KIDNAP GROUP",1
"T2406","PEOPLE'S ARMY'S PIONEERS",1
"T2407","ILLUMINATING PATHS OF SOLIDARITY",1
"T2408","INDIAN MUJAHIDEEN",1
"T2408","INDIAN MUJAHIDEEN (IM)",0
"T2409","PEOPLE'S SOVEREIGNTY PARTY (PDR)",1
"T2410","PEOPLE'S UNITED DEMOCRATIC MOVEMENT (PUDEMO)",1
"T2411","ISLAMIC JIHAD UNION (UZBEKISTAN)",1
"T2412","ISLAMIC PARTY (SOMALIA)",1
"T2413","JACINTO ARAUJO INTERNATIONALIST REBEL INSURRECTIONIST BRIGADE",1
"T2414","JAISH AL-UMMA (ARMY OF THE NATION)",1
"T2415","JHARKHAND LIBERATION TIGERS (JLT)",1
"T2416","RAMZI NAHRA MARTYR ORGANIZATION",1
"T2417","RANBIR SENA",1
"T2417","ARMY OF RANVIR",0
"T2417","RANVIR SENA",0
"T2418","RASTAS",1
"T2419","JIHADI MOVEMENT OF THE SUNNA PEOPLE OF IRAN",1
"T2420","REVENGE OF THE TREES",1
"T2421","REVOLUTIONARIES OF THE STREETS",1
"T2422","REVOLUTIONARY ACTION OF LIBERATION",1
"T2423","REVOLUTIONARY FORCE",1
"T2424","JUAREZ CARTEL (CARRILLO-FUENTES / MEXICO)",1
"T2425","ROBIN FOOD",1
"T2425","ROBIN FOODS OF SHERWOOD FOREST",0
"T2426","SABAOT LAND DEFENSE FORCE (SLDF)",1
"T2427","JUND AL-TAWID",1
"T2428","\"SEPTEMBER 11\"",1
"T2428","11-Sep",0
"T2428","SEPTEMBER 11",0
"T2428","SEPT 11",0
"T2428","ÒSEPTEMBER 11Ó",0
"T2429","SERB RADICAL PARTY",1
"T2429","SERBIAN RADICAL PARTY",0
"T2429","SERBIAN RADICAL PARTY (SRS)",0
"T2429","SRPSKA RADIKALNA STRANKA",0
"T2429","SRPSKA RADIKALNA STRANKA (SRS)",0
"T2430","SHAN UNITED REVOLUTIONARY ARMY",1
"T2431","SHIV SENA",1
"T2431","SHIVAJI'S ARM",0
"T2432","SIPAH-I-MOHAMMED",1
"T2432","SIPAH-E-MOHAMMED",0
"T2433","SIRRI POWZ",1
"T2434","KARABULAK GANG",1
"T2435","SQUADRONS OF TERROR (KATIBAT EL AHOUAL)",1
"T2436","SUNGU SUNGU",1
"T2437","KIRAT JANABADI WORKERS PARTY",1
"T2438","SUPPORT OF OCALAN-THE HAWKS OF THRACE",1
"T2439","SWAZILAND YOUTH CONGRESS (SWAYOCO)",1
"T2440","SYMPATHIZERS OF AL-QA'IDA ORGANIZATION",1
"T2440","SYMPATHIZERS OF AL-QA`IDA ORGANIZATION",0
"T2441","TEHREEK-E-JEHAD-E-ISLAMI",1
"T2442","TEHRIK AL-MOJAHEDIN",1
"T2443","TELA MOHAMMED",1
"T2444","TERAI ARMY",1
"T2445","THE HUSAYN UBAYYAT MARTYRSÕ BRIGADES",1
"T2445","HUSAYN UBAYYAT MARTYRS BRIGADES",0
"T2445","HUSAYN UBAYYAT MARTYRS' BRIGADES",0
"T2445","HUSAYN UBAYYAT MARTYRSÕ BRIGADES",0
"T2445","THE HUSAYN UBAYYAT MARTYRS BRIGADES",0
"T2445","THE HUSAYN UBAYYAT MARTYRS' BRIGADES",0
"T2446","THE ISLAMIC REVOLUTION TO LIBERATE PALESTINE",1
"T2447","KOKANG",1
"T2448","THE NORTHERN ALLIANCE (OR UNITED ISLAMIC FRONT FOR SALVATION OF AFGHANISTAN - UIFSA)",1
"T2448","THE NORTHERN ALLIANCE",0
"T2448","THE NORTHERN ALLIANCE (OR UNITED ISLAMIC FRONT FOR SALVATION OF AFGHANISTAN - UIFSA)",0
"T2448","UIFSA",0
"T2448","UNITED ISLAMIC FRONT FOR SALVATION OF AFGHANISTAN",0
"T2448","UNITED ISLAMIC FRONT FOR SALVATION OF AFGHANISTAN (UIFSA)",0
"T2449","THE WAR THAT WAS NEVER DECLARED",1
"T2450","LASHKAR-E-BALOCHISTAN",1
"T2451","UIGHUR LIBERATION ORGANIZATION",1
"T2451","UYGHUR LIBERATION ORGANIZATION",0
"T2452","LW",1
"T2453","UMAR AL-MUKHTAR MARTYR FORCES",1
"T2454","UNION OF CHADIAN FORCES (UFNT)",1
"T2455","UNION OF DEMOCRATIC FORCES",1
"T2455","UNION DES FORCES DEMOCRATIQUES POUR LE RASSEMBLEMENT (UFDR)",0
"T2455","UNION DES FORCES DƒMOCRATIQUES POUR LE RASSEMBLEMENT (UFDR)",0
"T2455","UNION OF DEMOCRATIC FORCES (UFD)",0
"T2455","UNION OF DEMOCRATIC FORCES (UFDR)",0
"T2455","UNION OF DEMOCRATIC FORCES FOR UNITY",0
"T2456","UNION OF FORCES FOR DEMOCRACY AND DEVELOPMENT (UFDD)",1
"T2456","UFDD",0
"T2456","UNION DES FORCES POUR LA DƒMOCRATIE ET LE DƒVELOPPEMENT (UFDD)",0
"T2456","UNION OF FORCES FOR DEMOCRACY AND DEVELOPMENT",0
"T2457","UNION OF REVOLUTIONARY COMMUNISTS IN TURKEY (TIKB)",1
"T2458","UNION PARISHAD",1
"T2459","VANGUARD OF RED YOUTH (AKM)",1
"T2460","VISHWA HINDU PARISHAD (VHP)",1
"T2460","VISHVA HINDU PARISHAD",0
"T2460","VISHVA HINDU PARISHAD (VHP)",0
"T2460","VISHWA HINDU PARISHAD",0
"T2460","VISVA HINDU PARISAD",0
"T2460","VISWA HINDU PARISAD",0
"T2460","WORLD HINDU COUNCIL",0
"T2461","WEST SIDE BOYS",1
"T2462","WHITE WOLVES (UK)",1
"T2462","WHITE WOLVES",0
"T2463","WOLVES OF ISLAM",1
"T2464","YOUNG COMMUNIST LEAGUE",1
"T2465","YOUNG PATRIOTS (SPAIN)",1
"T2465","YOUNG PATRIOTS",0
"T2466","YOUTH OF ISLAMIC AWAKENING",1
"T2467","ZVIADISTS",1
"T2468","SOVEREIGN CITIZENS",1
"T2469","ZEMUN CLAN",1
"T2470","FANMI LAVALAS",1
"T2471","CONGRES PANAFRICAIN DES JEUNES ET DES PATRIOTES (COJEP) - YOUNG PATRIOTS",1
"T2471","CONGRéS PANAFRICAIN DES JEUNES ET DES PATRIOTES (COJEP) - YOUNG PATRIOTS",0
"T2471","YOUNG PATRIOTS (IVORY COAST)",0
"T2472","YOUNG OFFICER UNION OF THE NEW GENERATION AND REFORMIST ARMED FORCES OF THE PHILIPPINES (YOU-RAFP)",1
"T2473","YOUNG PATRIOTS (AMERICAN)",1
"T2474","KUKI NATIONAL FRONT (KNF)",1
"T2474","KUKI NATIONAL FRONT",0
"T2475","ARISKA BRODRASKAPET (ARYAN BROTHERHOOD)",1
"T2476","ITSEKIRI",1
"T2477","NATIONAL LIBERATION FRONT (FNL) (BURUNDI)",1
"T2478","MADHESH RASTRA JANATANTRIK REVOLUTIONARY (RJR) - NEPAL",1
"T2479","MADHESI VIRUS KILLERS",1
"T2480","MAHAN MADHESH JANAKANTRI PARTY (MMJP)- NEPAL",1
"T2481","MERILLE MILITIA",1
"T2482","MILITANT FORCES AGAINST HUNTINGDON",1
"T2482","MILITANT FORCES AGAINST HUNTINGDON (MFAH)",0
"T2482","MILITANT FORCES AGAINST HUNTINGDON LIFE SCIENCES",0
"T2482","MILITANT FORCES AGAINST HUNTINGDON LIFE SCIENCES (MFAH)",0
"T2483","MILITANT ORGANIZATION OF RUSSIAN NATIONALISTS",1
"T2484","MINUTEMEN AMERICAN DEFENSE",1
"T2485","MLADA BOSNA",1
"T2486","MONGOLIAN MUKTI MORCHA",1
"T2487","MUNADIL AL-JUMALYI BRIGADE",1
"T2488","NIGER DELTA LIBERATION FORCE",1
"T2488","NIGER DELTA LIBERATION FORCE (NDLF) - NIGERIA",0
"T2488","NIGER DELTA LIBERATION FORCE (NDLF)-NIGERIA",0
"T2489","SUDAN LIBERATION MOVEMENT",1
"T2489","SUDAN LIBERATION MOVEMENT (SLM)",0
"T2489","SUDAN LIBERATION MOVEMENT/ ARMY (SLM/ A)",0
"T2489","SUDAN LIBERATION MOVEMENT/ ARMY (SLM/A)",0
"T2490","NAGA PEOPLEÕS COUNCIL (NPC)",1
"T2491","NATIONAL ALLIANCE (CHAD)",1
"T2491","ALLIANCE NATIONALE",0
"T2491","ALLIANCE NATIONALE (AN)",0
"T2491","ALLIANCE NATIONALE (CHAD)",0
"T2492","NATIONAL LIBERATION ARMY (NEPAL)",1
"T2493","NATIONAL UNITED FRONT OF DEMOCRACY AGAINST DICTATORSHIP (UDD)",1
"T2494","NEPAL DEFENSE ARMY",1
"T2495","NIGER DELTA FREEDOM FIGHTERS (NDDF)",1
"T2496","FORCES DE DEFENSE CONGOLAISE (FDC)",1
"T2496","CONGOLESE DEFENCE FORCE",0
"T2496","CONGOLESE DEFENCE FORCE (FDC)",0
"T2496","CONGOLESE DEFENSE FORCE",0
"T2496","CONGOLESE DEFENSE FORCE (FDC)",0
"T2496","FORCES DE DEFENSE CONGOLAISE",0
"T2497","NVF",1
"T2498","PARAGUAYAN PEOPLE'S ARMY (EPP)",1
"T2499","PEOPLE'S COMMITTEE AGAINST POLICE ATROCITIES (PCPA)",1
"T2499","PEOPLES COMMITTEE AGAINST POLICE ATROCITIES",0
"T2499","PEOPLE'S COMMITTEE AGAINST POLICE ATROCITIES",0
"T2499","PEOPLES COMMITTEE AGAINST POLICE ATROCITIES (PCPA)",0
"T2500","PEOPLE'S DEMOCRATIC STRUGGLE MOVEMENT",1
"T2501","PEOPLE'S LIBERATION FRONT OF INDIA",1
"T2501","PEOPLES LIBERATION FRONT OF INDIA",0
"T2501","PEOPLES LIBERATION FRONT OF INDIA (PLFI)",0
"T2501","PEOPLE'S LIBERATION FRONT OF INDIA (PLFI)",0
"T2502","POPULAR FRONT FOR JUSTICE IN THE CONGO",1
"T2503","POPULAR WILL (GREECE)",1
"T2504","PROGRESSIVE SOCIALIST PARTY (PSP)",1
"T2504","AL-HIZB AL-TAQADUMMI AL-ISHTIRAKI",0
"T2504","PROGRESSIVE SOCIALIST PARTY",0
"T2505","RASTRIYA JANASHAKTI PARTY (RJP)",1
"T2506","REAL ULSTER FREEDOM FIGHTERS (UFF) - NORTHERN IRELAND",1
"T2507","REBELLIOUS GROUP LAMBROS FOUNDAS",1
"T2508","BANGSAMORO ISLAMIC FREEDOM FIGHTERS (BIFF)",1
"T2508","BANGSAMORO ISLAMIC FREEDOM FIGHTERS",0
"T2509","RED SEA AFAR DEMOCRATIC ORGANIZATION (RSADO)",1
"T2510","REVOLUTIONARY CELLS (ARGENTINA)",1
"T2511","REVOLUTIONARY CONTINUITY",1
"T2512","REVOLUTIONARY HEADQUARTERS (TURKEY)",1
"T2513","LA FAMILIA MICHOACANA",1
"T2513","LA FAMILIA MICHOACANA (LFM)",0
"T2514","SECT OF REVOLUTIONARIES (GREECE)",1
"T2515","SHIELD OF ISLAM BRIGADE",1
"T2516","SISTERS IN ARMS",1
"T2517","SOMALI ISLAMIC FRONT",1
"T2518","SOUTHERN MOBILITY MOVEMENT (YEMEN)",1
"T2519","SUPREME COMMAND FOR JIHAD AND LIBERATION",1
"T2520","SWATANTRA NEPAL DAL",1
"T2521","TEHRIK-E-GALBA ISLAM",1
"T2522","TEHRIK-E-TUHAFAZ (PAKISTAN)",1
"T2523","TERAI COBRA",1
"T2524","TERAI JANATANTRIK MADHES PARTY",1
"T2525","TERAI JANATANTRIK PARTY",1
"T2525","TERAI JANATANTRIK PARTY (INDIA)",0
"T2526","TERAI RASTRIYA MUKTI SENA (TRMS)",1
"T2527","THARUHAT JOINT STRUGGLE COMMITTEE (TJSC)",1
"T2528","THE BLACK SUN",1
"T2529","THE JEAN MARC ROUILLAN ARMED AND HEARTLESS COLUMNS",1
"T2530","THE NATION'S ARMY",1
"T2531","THE UNITED REVOLUTIONARY FRONT OF BHUTAN",1
"T2532","TRITIYA PRASTUTI COMMITTEE (INDIA)",1
"T2533","UMBANE PEOPLE'S LIBERATION ARMY (SWAZILAND)",1
"T2534","UNITED DEMOCRATIC LIBERATION ARMY (UDLA)",1
"T2535","UNITED DEMOCRATIC TERAI LIBERATION FRONT (UDTLF)",1
"T2536","UNITED FRONT FOR DEMOCRACY AGAINST DICTATORSHIP",1
"T2537","UNITED LIBERATION FRONT OF BARAK VALLEY (ULFBV) - INDIA",1
"T2538","URHOBO REVOLUTIONARY ARMY",1
"T2539","VANDALICIA TEODORO SUAREZ",1
"T2540","VOLUNTEERS OF INNOCENT PEOPLE OF NAGAS (VIPN)",1
"T2541","WAHHABI MOVEMENT",1
"T2542","ZERO TOLERANCE",1
"T2543","MADHESI MUKTI TIGERS (MMT)",1
"T2545","KNIGHTS TEMPLAR (CABALLEROS TEMPLARIOS)",1
